player_name,season,team_long_name,league
Rafael Marquez,2009/2010,FC Barcelona,Spain LIGA BBVA
Andres Iniesta,2009/2010,FC Barcelona,Spain LIGA BBVA
Carles Puyol,2009/2010,FC Barcelona,Spain LIGA BBVA
Gabriel Milito,2009/2010,FC Barcelona,Spain LIGA BBVA
Daniel Alves,2009/2010,FC Barcelona,Spain LIGA BBVA
Maxwell,2009/2010,FC Barcelona,Spain LIGA BBVA
Jeffren Suarez,2009/2010,FC Barcelona,Spain LIGA BBVA
Thierry Henry,2009/2010,FC Barcelona,Spain LIGA BBVA
Sergio Busquets,2009/2010,FC Barcelona,Spain LIGA BBVA
Seydou Keita,2009/2010,FC Barcelona,Spain LIGA BBVA
Jonathan dos Santos,2009/2010,FC Barcelona,Spain LIGA BBVA
Pedro Rodriguez,2009/2010,FC Barcelona,Spain LIGA BBVA
Franco Costanzo,2009/2010,FC Basel,Switzerland Super League
Federico Almerares,2009/2010,FC Basel,Switzerland Super League
Cabral,2009/2010,FC Basel,Switzerland Super League
Scott Chipperfield,2009/2010,FC Basel,Switzerland Super League
Marcos Gelabert,2009/2010,FC Basel,Switzerland Super League
Reto Zanni,2009/2010,FC Basel,Switzerland Super League
Jacques Zoua Daogari,2009/2010,FC Basel,Switzerland Super League
Serkan Sahin,2009/2010,FC Basel,Switzerland Super League
Alexander Frei,2009/2010,FC Basel,Switzerland Super League
Massimo Colomba,2009/2010,FC Basel,Switzerland Super League
Samuel Inkoom,2009/2010,FC Basel,Switzerland Super League
Cagdas Atan,2009/2010,FC Basel,Switzerland Super League
Behrang Safari,2009/2010,FC Basel,Switzerland Super League
Antonio da Silva,2009/2010,FC Basel,Switzerland Super League
Xherdan Shaqiri,2009/2010,FC Basel,Switzerland Super League
Beg Ferati,2009/2010,FC Basel,Switzerland Super League
Marco Streller,2009/2010,FC Basel,Switzerland Super League
David Abraham,2009/2010,FC Basel,Switzerland Super League
Benjamin Huggel,2009/2010,FC Basel,Switzerland Super League
Valentin Stocker,2009/2010,FC Basel,Switzerland Super League
Arjen Robben,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Franck Ribery,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Thomas Mueller,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Danijel Pranjic,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Jose Sosa,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Anatoli Tymoschuk,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Diego Contento,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Bastian Schweinsteiger,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Ivica Olic,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Daniel van Buyten,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Mario Gomez,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Hans-Joerg Butt,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
David Alaba,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Martin Demichelis,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Holger Badstuber,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Philipp Lahm,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Michael Rensing,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Miroslav Klose,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Hamit Altintop,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Mark van Bommel,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Andreas Ottl,2009/2010,FC Bayern Munich,Germany 1. Bundesliga
Nicklas Pedersen,2009/2010,FC Groningen,Netherlands Eredivisie
Theo Lucius,2009/2010,FC Groningen,Netherlands Eredivisie
Sepp De Roover,2009/2010,FC Groningen,Netherlands Eredivisie
Gibril Sankoh,2009/2010,FC Groningen,Netherlands Eredivisie
Goran Lovre,2009/2010,FC Groningen,Netherlands Eredivisie
Mike Zonneveld,2009/2010,FC Groningen,Netherlands Eredivisie
Ondrej Svejdik,2009/2010,FC Groningen,Netherlands Eredivisie
Oluwafemi Ajilore,2009/2010,FC Groningen,Netherlands Eredivisie
Fredrik Stenman,2009/2010,FC Groningen,Netherlands Eredivisie
Morten Nordstrand,2009/2010,FC Groningen,Netherlands Eredivisie
Daley Blind,2009/2010,FC Groningen,Netherlands Eredivisie
Luciano,2009/2010,FC Groningen,Netherlands Eredivisie
Tom Hiariej,2009/2010,FC Groningen,Netherlands Eredivisie
Thomas Enevoldsen,2009/2010,FC Groningen,Netherlands Eredivisie
Tim Matavz,2009/2010,FC Groningen,Netherlands Eredivisie
Koen van de Laak,2009/2010,FC Groningen,Netherlands Eredivisie
Danny Holla,2009/2010,FC Groningen,Netherlands Eredivisie
Andreas Granqvist,2009/2010,FC Groningen,Netherlands Eredivisie
Leandro Bacuna,2009/2010,FC Groningen,Netherlands Eredivisie
Brian van Loo,2009/2010,FC Groningen,Netherlands Eredivisie
Serhat Koc,2009/2010,FC Groningen,Netherlands Eredivisie
Tim Sparv,2009/2010,FC Groningen,Netherlands Eredivisie
Maxime Baca,2009/2010,FC Lorient,France Ligue 1
Sigamary Diarra,2009/2010,FC Lorient,France Ligue 1
Fabien Audard,2009/2010,FC Lorient,France Ligue 1
Benjamin Genton,2009/2010,FC Lorient,France Ligue 1
Laurent Koscielny,2009/2010,FC Lorient,France Ligue 1
Arnaud Le Lan,2009/2010,FC Lorient,France Ligue 1
Olivier Monterubbio,2009/2010,FC Lorient,France Ligue 1
Yann Jouffre,2009/2010,FC Lorient,France Ligue 1
Gregory Bourillon,2009/2010,FC Lorient,France Ligue 1
Lionel Cappone,2009/2010,FC Lorient,France Ligue 1
Sylvain Marchal,2009/2010,FC Lorient,France Ligue 1
Jeremy Morel,2009/2010,FC Lorient,France Ligue 1
James Fanchone,2009/2010,FC Lorient,France Ligue 1
"Yazid Mansouri,30",2009/2010,FC Lorient,France Ligue 1
Morgan Amalfitano,2009/2010,FC Lorient,France Ligue 1
Arnold Mvuemba,2009/2010,FC Lorient,France Ligue 1
Franco Sosa,2009/2010,FC Lorient,France Ligue 1
Kevin Gameiro,2009/2010,FC Lorient,France Ligue 1
Pierre Ducasse,2009/2010,FC Lorient,France Ligue 1
"Swen Koenig,24",2009/2010,FC Luzern,Switzerland Super League
Roland Schwegler,2009/2010,FC Luzern,Switzerland Super League
Joao Paiva,2009/2010,FC Luzern,Switzerland Super League
Gerardo Seoane,2009/2010,FC Luzern,Switzerland Super League
Hakan Yakin,2009/2010,FC Luzern,Switzerland Super League
Nelson Ferreira,2009/2010,FC Luzern,Switzerland Super League
Claudio Lustenberger,2009/2010,FC Luzern,Switzerland Super League
Alain Wiss,2009/2010,FC Luzern,Switzerland Super League
Cristian Florin Ianu,2009/2010,FC Luzern,Switzerland Super League
Michel Renggli,2009/2010,FC Luzern,Switzerland Super League
Babatunde Luqmon Adekunle,2009/2010,FC Luzern,Switzerland Super League
Christophe Lambert,2009/2010,FC Luzern,Switzerland Super League
Boubacar Diarra,2009/2010,FC Luzern,Switzerland Super League
Elsad Zverotic,2009/2010,FC Luzern,Switzerland Super League
David Zibung,2009/2010,FC Luzern,Switzerland Super League
Dusan Veskovac,2009/2010,FC Luzern,Switzerland Super League
Kwabena Asamoa Frimpong,2009/2010,FC Luzern,Switzerland Super League
Burim Kukeli,2009/2010,FC Luzern,Switzerland Super League
Davide Chiumiento,2009/2010,FC Luzern,Switzerland Super League
William,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Jorginho,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Leandrinho,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Daniel Candeias,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Fabio Pacheco,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Leonel Olimpio,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Mario Rondon,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
"Ricardo Pedrinha,27",2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Julio Coelho,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Filipe Anunciacao,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Jason Davidson,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Baiano,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Manuel Jose,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Kelly Berville,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Pizzi,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Carlitos,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Ozeia,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Daniel Elias Araujo Maykon,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
"Bruno Flavio Di Paula,18",2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Ricardo,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Andre Leao,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Danielson,2009/2010,FC Paços de Ferreira,Portugal Liga ZON Sagres
Jorge Fucile,2009/2010,FC Porto,Portugal Liga ZON Sagres
Mariano Gonzalez,2009/2010,FC Porto,Portugal Liga ZON Sagres
Maicon,2009/2010,FC Porto,Portugal Liga ZON Sagres
Ernesto Farias,2009/2010,FC Porto,Portugal Liga ZON Sagres
Raul Meireles,2009/2010,FC Porto,Portugal Liga ZON Sagres
Helton,2009/2010,FC Porto,Portugal Liga ZON Sagres
Rolando,2009/2010,FC Porto,Portugal Liga ZON Sagres
Radamel Falcao,2009/2010,FC Porto,Portugal Liga ZON Sagres
Beto,2009/2010,FC Porto,Portugal Liga ZON Sagres
Fernando Belluschi,2009/2010,FC Porto,Portugal Liga ZON Sagres
Tomas Costa,2009/2010,FC Porto,Portugal Liga ZON Sagres
Miguel Lopes,2009/2010,FC Porto,Portugal Liga ZON Sagres
Bruno Alves,2009/2010,FC Porto,Portugal Liga ZON Sagres
Silvestre Varela,2009/2010,FC Porto,Portugal Liga ZON Sagres
Cristian Sapunaru,2009/2010,FC Porto,Portugal Liga ZON Sagres
Hulk,2009/2010,FC Porto,Portugal Liga ZON Sagres
Fredy Guarin,2009/2010,FC Porto,Portugal Liga ZON Sagres
Cristian Rodriguez,2009/2010,FC Porto,Portugal Liga ZON Sagres
Alvaro Pereira,2009/2010,FC Porto,Portugal Liga ZON Sagres
Diego Valeri,2009/2010,FC Porto,Portugal Liga ZON Sagres
Benedikt Hoewedes,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Levan Kenia,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Mineiro,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Lukas Schmitz,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Heiko Westermann,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Junmin Hao,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Halil Altintop,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Manuel Neuer,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Kevin Kuranyi,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Joel Matip,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Vicente Sanchez,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Carlos Zambrano,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Christoph Moritz,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Jefferson Farfan,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Levan Kobiashvili,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Ivan Rakitic,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Edu,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Vasilios Pliatsikas,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Rafinha,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Marcelo Jose Bordon,2009/2010,FC Schalke 04,Germany 1. Bundesliga
Jamal Alioui,2009/2010,FC Sion,Switzerland Super League
Didier Crettenand,2009/2010,FC Sion,Switzerland Super League
Tariq Chihab,2009/2010,FC Sion,Switzerland Super League
Goran Obradovic,2009/2010,FC Sion,Switzerland Super League
Alvaro Dominguez,2009/2010,FC Sion,Switzerland Super League
Anthony Sauthier,2009/2010,FC Sion,Switzerland Super League
Kevin Neurohr,2009/2010,FC Sion,Switzerland Super League
Fabrizio Zambrella,2009/2010,FC Sion,Switzerland Super League
Arnaud Buhler,2009/2010,FC Sion,Switzerland Super League
Obinna Nwaneri,2009/2010,FC Sion,Switzerland Super League
Mucana Martinho Paito,2009/2010,FC Sion,Switzerland Super League
Andris Vanins,2009/2010,FC Sion,Switzerland Super League
Abdoul Karim Yoda,2009/2010,FC Sion,Switzerland Super League
Stephane Sarni,2009/2010,FC Sion,Switzerland Super League
Nicolas Marin,2009/2010,FC Sion,Switzerland Super League
Mobulu M'Futi,2009/2010,FC Sion,Switzerland Super League
Bigambo Rochat,2009/2010,FC Sion,Switzerland Super League
Serey Die,2009/2010,FC Sion,Switzerland Super League
Aleksandar Mitreski,2009/2010,FC Sion,Switzerland Super League
Enes Fermino,2009/2010,FC Sion,Switzerland Super League
Vilmos Vanczak,2009/2010,FC Sion,Switzerland Super League
Loic Poujol,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Jacques Faty,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Jeremie Brechet,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Vincent Nogueira,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Teddy Richert,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Ivan Stevanovic,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Yassin Mikari,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Frederic Duplus,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Charlie Davies,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Damien Perquis,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Edouard Butin,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Brown Ideye,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Mathieu Dreyer,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Vaclav Sverkos,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Stephane Dalmat,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Maxime Josse,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Benjamin Gavanon,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Boukari Drame,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Ryad Boudebouz,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Marvin Martin,2009/2010,FC Sochaux-Montbéliard,France Ligue 1
Brice Owona,2009/2010,FC St. Gallen,Switzerland Super League
Ze Vitor,2009/2010,FC St. Gallen,Switzerland Super League
Adrian Winter,2009/2010,FC St. Gallen,Switzerland Super League
Pa Modou Jagne,2009/2010,FC St. Gallen,Switzerland Super League
Daniel Lopar,2009/2010,FC St. Gallen,Switzerland Super League
Cesar Fernando,2009/2010,FC St. Gallen,Switzerland Super League
Marc Zellweger,2009/2010,FC St. Gallen,Switzerland Super League
Diego Ciccone,2009/2010,FC St. Gallen,Switzerland Super League
Nico Abegglen,2009/2010,FC St. Gallen,Switzerland Super League
Lukas Schenkel,2009/2010,FC St. Gallen,Switzerland Super League
Michael Lang,2009/2010,FC St. Gallen,Switzerland Super League
Kristian Nushi,2009/2010,FC St. Gallen,Switzerland Super League
Mario Frick,2009/2010,FC St. Gallen,Switzerland Super League
Jiri Koubsky,2009/2010,FC St. Gallen,Switzerland Super League
Philipp Muntwiler,2009/2010,FC St. Gallen,Switzerland Super League
Germano Vailati,2009/2010,FC St. Gallen,Switzerland Super League
"Marco Haemmerli,24",2009/2010,FC St. Gallen,Switzerland Super League
Fabian Frei,2009/2010,FC St. Gallen,Switzerland Super League
Moreno Merenda,2009/2010,FC St. Gallen,Switzerland Super League
Moreno Costanzo,2009/2010,FC St. Gallen,Switzerland Super League
Luuk de Jong,2009/2010,FC Twente,Netherlands Eredivisie
Kenneth Perez,2009/2010,FC Twente,Netherlands Eredivisie
Dwight Tiendalli,2009/2010,FC Twente,Netherlands Eredivisie
Ronnie Stam,2009/2010,FC Twente,Netherlands Eredivisie
Sander Boschker,2009/2010,FC Twente,Netherlands Eredivisie
Nicky Kuiper,2009/2010,FC Twente,Netherlands Eredivisie
Bernard Parker,2009/2010,FC Twente,Netherlands Eredivisie
Cheik Tiote,2009/2010,FC Twente,Netherlands Eredivisie
Dario Vujicevic,2009/2010,FC Twente,Netherlands Eredivisie
Bryan Ruiz,2009/2010,FC Twente,Netherlands Eredivisie
Miroslav Stoch,2009/2010,FC Twente,Netherlands Eredivisie
Wout Brama,2009/2010,FC Twente,Netherlands Eredivisie
Theo Janssen,2009/2010,FC Twente,Netherlands Eredivisie
Peter Wisgerhof,2009/2010,FC Twente,Netherlands Eredivisie
Slobodan Rajkovic,2009/2010,FC Twente,Netherlands Eredivisie
Blaise N'Kufo,2009/2010,FC Twente,Netherlands Eredivisie
Francis Dickoh,2009/2010,FC Utrecht,Netherlands Eredivisie
Gregoor van Dijk,2009/2010,FC Utrecht,Netherlands Eredivisie
Sander Keller,2009/2010,FC Utrecht,Netherlands Eredivisie
Loic Loval-Landre,2009/2010,FC Utrecht,Netherlands Eredivisie
Michael Silberbauer,2009/2010,FC Utrecht,Netherlands Eredivisie
Jacob Lensky,2009/2010,FC Utrecht,Netherlands Eredivisie
Tim Cornelisse,2009/2010,FC Utrecht,Netherlands Eredivisie
Kevin Vandenbergh,2009/2010,FC Utrecht,Netherlands Eredivisie
Barry Maguire,2009/2010,FC Utrecht,Netherlands Eredivisie
Jan Wuytens,2009/2010,FC Utrecht,Netherlands Eredivisie
Dries Mertens,2009/2010,FC Utrecht,Netherlands Eredivisie
Jacob Mulenga,2009/2010,FC Utrecht,Netherlands Eredivisie
Ricky van Wolfswinkel,2009/2010,FC Utrecht,Netherlands Eredivisie
Marc van de Maarel,2009/2010,FC Utrecht,Netherlands Eredivisie
Alje Schut,2009/2010,FC Utrecht,Netherlands Eredivisie
Mihai Mircea Nesu,2009/2010,FC Utrecht,Netherlands Eredivisie
Gianluca Nijholt,2009/2010,FC Utrecht,Netherlands Eredivisie
Michel Vorm,2009/2010,FC Utrecht,Netherlands Eredivisie
Nana Asare,2009/2010,FC Utrecht,Netherlands Eredivisie
Xavier Margairaz,2009/2010,FC Zürich,Switzerland Super League
Yassine Chikhaoui,2009/2010,FC Zürich,Switzerland Super League
Adrian Nikci,2009/2010,FC Zürich,Switzerland Super League
Ludovic Magnin,2009/2010,FC Zürich,Switzerland Super League
Johan Vonlanthen,2009/2010,FC Zürich,Switzerland Super League
Onyekachi Okonkwo,2009/2010,FC Zürich,Switzerland Super League
Andrea Guatelli,2009/2010,FC Zürich,Switzerland Super League
Dusan Djuric,2009/2010,FC Zürich,Switzerland Super League
Oliver Buff,2009/2010,FC Zürich,Switzerland Super League
Marco Schoenbaechler,2009/2010,FC Zürich,Switzerland Super League
Alexandre Alphonse,2009/2010,FC Zürich,Switzerland Super League
Ricardo Rodriguez,2009/2010,FC Zürich,Switzerland Super League
Hannu Tihinen,2009/2010,FC Zürich,Switzerland Super League
Alain Rochat,2009/2010,FC Zürich,Switzerland Super League
Florian Stahel,2009/2010,FC Zürich,Switzerland Super League
Johnny Leoni,2009/2010,FC Zürich,Switzerland Super League
Milan Gajic,2009/2010,FC Zürich,Switzerland Super League
Philippe Koch,2009/2010,FC Zürich,Switzerland Super League
Heinz Barmettler,2009/2010,FC Zürich,Switzerland Super League
Veli Lampi,2009/2010,FC Zürich,Switzerland Super League
Almen Abdi,2009/2010,FC Zürich,Switzerland Super League
Silvan Aegerter,2009/2010,FC Zürich,Switzerland Super League
Robert Olejnik,2009/2010,Falkirk,Scotland Premier League
Pedro Pele Monteiro,2009/2010,Falkirk,Scotland Premier League
Vitor Lima,2009/2010,Falkirk,Scotland Premier League
Colin Healy,2009/2010,Falkirk,Scotland Premier League
Brian Allison,2009/2010,Falkirk,Scotland Premier League
Jack Compton,2009/2010,Falkirk,Scotland Premier League
Ryan Flynn,2009/2010,Falkirk,Scotland Premier League
Burton O'Brien,2009/2010,Falkirk,Scotland Premier League
Sean Lynch,2009/2010,Falkirk,Scotland Premier League
Danijel Marceta,2009/2010,Falkirk,Scotland Premier League
"Pedro da Silva Moutinho,28",2009/2010,Falkirk,Scotland Premier League
Scott Arfield,2009/2010,Falkirk,Scotland Premier League
Mark Stewart,2009/2010,Falkirk,Scotland Premier League
Mark Twaddle,2009/2010,Falkirk,Scotland Premier League
Thomas Scobbie,2009/2010,Falkirk,Scotland Premier League
Christopher Mitchell,2009/2010,Falkirk,Scotland Premier League
Jackie McNamara,2009/2010,Falkirk,Scotland Premier League
Alex MacDonald,2009/2010,Falkirk,Scotland Premier League
Brian McLean,2009/2010,Falkirk,Scotland Premier League
Carl Finnigan,2009/2010,Falkirk,Scotland Premier League
Enoch Showunmi,2009/2010,Falkirk,Scotland Premier League
Darren Barr,2009/2010,Falkirk,Scotland Premier League
Giovanni van Bronckhorst,2009/2010,Feyenoord,Netherlands Eredivisie
Darley,2009/2010,Feyenoord,Netherlands Eredivisie
Ron Vlaar,2009/2010,Feyenoord,Netherlands Eredivisie
Tim De Cler,2009/2010,Feyenoord,Netherlands Eredivisie
Leroy Fer,2009/2010,Feyenoord,Netherlands Eredivisie
Stefan de Vrij,2009/2010,Feyenoord,Netherlands Eredivisie
Bart Schenkeveld,2009/2010,Feyenoord,Netherlands Eredivisie
Erwin Mulder,2009/2010,Feyenoord,Netherlands Eredivisie
Kelvin Leerdam,2009/2010,Feyenoord,Netherlands Eredivisie
Andre Bahia,2009/2010,Feyenoord,Netherlands Eredivisie
Georginio Wijnaldum,2009/2010,Feyenoord,Netherlands Eredivisie
Jon Dahl Tomasson,2009/2010,Feyenoord,Netherlands Eredivisie
Andwele Slory,2009/2010,Feyenoord,Netherlands Eredivisie
Jonathan De Guzman,2009/2010,Feyenoord,Netherlands Eredivisie
Kevin Hofland,2009/2010,Feyenoord,Netherlands Eredivisie
Roy Makaay,2009/2010,Feyenoord,Netherlands Eredivisie
Stefan Babovic,2009/2010,Feyenoord,Netherlands Eredivisie
Rob van Dijk,2009/2010,Feyenoord,Netherlands Eredivisie
Denny Landzaat,2009/2010,Feyenoord,Netherlands Eredivisie
Sekou Cisse,2009/2010,Feyenoord,Netherlands Eredivisie
Karim El Ahmadi,2009/2010,Feyenoord,Netherlands Eredivisie
Dani Fernandez,2009/2010,Feyenoord,Netherlands Eredivisie
Luigi Bruins,2009/2010,Feyenoord,Netherlands Eredivisie
Bolatti,2009/2010,Fiorentina,Italy Serie A
Massimo Gobbi,2009/2010,Fiorentina,Italy Serie A
Dario Dainelli,2009/2010,Fiorentina,Italy Serie A
Juan Vargas,2009/2010,Fiorentina,Italy Serie A
Cristiano Zanetti,2009/2010,Fiorentina,Italy Serie A
Per Kroeldrup,2009/2010,Fiorentina,Italy Serie A
Lorenzo De Silvestri,2009/2010,Fiorentina,Italy Serie A
Adem Ljajic,2009/2010,Fiorentina,Italy Serie A
Marco Donadel,2009/2010,Fiorentina,Italy Serie A
Marco Marchionni,2009/2010,Fiorentina,Italy Serie A
Manuel Pasqual,2009/2010,Fiorentina,Italy Serie A
Adrian Mutu,2009/2010,Fiorentina,Italy Serie A
Sebastian Frey,2009/2010,Fiorentina,Italy Serie A
Cesare Natali,2009/2010,Fiorentina,Italy Serie A
Martin Joergensen,2009/2010,Fiorentina,Italy Serie A
Riccardo Montolivo,2009/2010,Fiorentina,Italy Serie A
Felipe,2009/2010,Fiorentina,Italy Serie A
Mario Alberto Santana,2009/2010,Fiorentina,Italy Serie A
Stevan Jovetic,2009/2010,Fiorentina,Italy Serie A
Gianluca Comotto,2009/2010,Fiorentina,Italy Serie A
Alessandro Gamberini,2009/2010,Fiorentina,Italy Serie A
Erik Nevland,2009/2010,Fulham,England Premier League
David Elm,2009/2010,Fulham,England Premier League
Aaron Hughes,2009/2010,Fulham,England Premier League
Bjoern Helge Riise,2009/2010,Fulham,England Premier League
Stephen Kelly,2009/2010,Fulham,England Premier League
Brede Hangeland,2009/2010,Fulham,England Premier League
Kagisho Dikgacoi,2009/2010,Fulham,England Premier League
Chris Smalling,2009/2010,Fulham,England Premier League
John Pantsil,2009/2010,Fulham,England Premier League
Mark Schwarzer,2009/2010,Fulham,England Premier League
Bobby Zamora,2009/2010,Fulham,England Premier League
Danny Murphy,2009/2010,Fulham,England Premier League
Clint Dempsey,2009/2010,Fulham,England Premier League
David Stockdale,2009/2010,Fulham,England Premier League
Stefano Okaka Chuka,2009/2010,Fulham,England Premier League
Diomansy Kamara,2009/2010,Fulham,England Premier League
Damien Duff,2009/2010,Fulham,England Premier League
Simon Davies,2009/2010,Fulham,England Premier League
Zoltan Gera,2009/2010,Fulham,England Premier League
Dickson Etuhu,2009/2010,Fulham,England Premier League
Paul Konchesky,2009/2010,Fulham,England Premier League
Jonathan Greening,2009/2010,Fulham,England Premier League
Chris Baird,2009/2010,Fulham,England Premier League
Dariusz Pietrasiak,2009/2010,GKS Bełchatów,Poland Ekstraklasa
Dawid Nowak,2009/2010,GKS Bełchatów,Poland Ekstraklasa
Mateusz Cetnarski,2009/2010,GKS Bełchatów,Poland Ekstraklasa
Maciej Korzym,2009/2010,GKS Bełchatów,Poland Ekstraklasa
"Maciej Malkowski,24",2009/2010,GKS Bełchatów,Poland Ekstraklasa
Jakub Tosik,2009/2010,GKS Bełchatów,Poland Ekstraklasa
"Patryk Rachwal,18",2009/2010,GKS Bełchatów,Poland Ekstraklasa
Marek Szyndrowski,2009/2010,GKS Bełchatów,Poland Ekstraklasa
Krzysztof Janus,2009/2010,GKS Bełchatów,Poland Ekstraklasa
Alessio Scarpi,2009/2010,Genoa,Italy Serie A
Nenad Tomovic,2009/2010,Genoa,Italy Serie A
Omar Milanetto,2009/2010,Genoa,Italy Serie A
Hernan Crespo,2009/2010,Genoa,Italy Serie A
Emiliano Moretti,2009/2010,Genoa,Italy Serie A
David Suazo,2009/2010,Genoa,Italy Serie A
Giandomenico Mesto,2009/2010,Genoa,Italy Serie A
Giuseppe Sculli,2009/2010,Genoa,Italy Serie A
Salvatore Bocchetti,2009/2010,Genoa,Italy Serie A
Domenico Criscito,2009/2010,Genoa,Italy Serie A
Sergio Floccari,2009/2010,Genoa,Italy Serie A
Ivan Fatic,2009/2010,Genoa,Italy Serie A
Marco Rossi,2009/2010,Genoa,Italy Serie A
Alberto Zapater,2009/2010,Genoa,Italy Serie A
Giuseppe Biava,2009/2010,Genoa,Italy Serie A
Rodrigo Palacio,2009/2010,Genoa,Italy Serie A
Robert Acquafresca,2009/2010,Genoa,Italy Serie A
Raffaele Palladino,2009/2010,Genoa,Italy Serie A
Sokratis Papastathopoulos,2009/2010,Genoa,Italy Serie A
Marco Amelia,2009/2010,Genoa,Italy Serie A
Ivan Juric,2009/2010,Genoa,Italy Serie A
Mane,2009/2010,Getafe CF,Spain LIGA BBVA
Derek Boateng,2009/2010,Getafe CF,Spain LIGA BBVA
Adrian Gonzalez,2009/2010,Getafe CF,Spain LIGA BBVA
Juan Albin,2009/2010,Getafe CF,Spain LIGA BBVA
Pedro Rios,2009/2010,Getafe CF,Spain LIGA BBVA
Miguel Torres,2009/2010,Getafe CF,Spain LIGA BBVA
David Cortes,2009/2010,Getafe CF,Spain LIGA BBVA
